categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Ecoles Sans Frontières,ESF,B-0251,30-Oct-96,"37, Route Desprez, Pacot",,Education,Cayes Jacmel,,Cayes-Jacmel,HT0213,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise Chrétienne des Rachetés d&#039;Haïti,ECRH,A-0060,18-Jun-85,"4, Imp. Percier, Ruelle Moïse, Christ-roi",,Agriculture; Santé; Education,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 64 - 12/10/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise de l&#039;Alliance Chrétienne Indépendante,EACI,A-0033,24-Jul-84,"87, Ave Jean-Claude Duvaller, BP. 1712, P-au-P",,Education; Agriculture,Education; Agriculture,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,"# 71, 4/10/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise de la Compréhension de la Bible,ECB,A-0022,15-Mar-84,"Delmas 65, Rue Pierrot # 3, P-au-P",,Santé; Education; Assistance Sociale,Pétion-Ville,,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"# 71, 4/10/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise du Nazareen,ENH,A-0009,17-Nov-83,"Route de Frères, Pétion-Ville, BP.1323, P-au-P",,Education; Santé; Développement Communautaire,Ouest; Nord; Grand&#039;Anse; Artibonite; Nord&#039;Ouest; Centre; Sud; Sud-Est,Ouest ; Nord ; Artibonite ; Centre ; Sud ; Sud-Est,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 90 - 26/12/83,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise Evangélique Eben Ezer,EEEE,A-0084,25-Apr-86,"BP.91, Gonaïves",,Education; Santé; Développement Communautaire,Gonaïves,,Gonaïves,HT0511,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"# 70, 28/8/86",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise Evangéliques Indépendantes Unies d\&#039;Haïti,EEIUH,A-0096,4-Mar-87,"Mare Rouge, Jean-Rabel, BP. 1637, P-au-P",,Education; Agriculture; Santé,Nord-Ouest,Ouest ; Nord ; Nord-Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 31 - 15/4/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eglise Méthodiste Libre à l&#039;Intérieur d&#039;Haïti,MMLIH,A-0061,18-Jun-85,"200, Delmas 28B, BP.994, P-au-P",,Education; Santé; Eau Potable,Education; Santé; Eau Potable,,,,zones déclarées non reconnues,Américaine,Américaine,# 67 - 23/9/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Enfants du Monde, Haïti","EDM, HAITI",B-0387,23-Feb-06,"Rue Marcadieu, Bourdon",,Santé,Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Suisse,Suisse,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Enfants du Monde/Droits de l&#039;Homme,EM/DH,B-0209,20-Nov-95,"51, Epis. D&#039;or rue Rigaud, P-V",,Assistance Sociale; Santé; Nutrition,Quatier-Morin Cap-Haïtien Carrefour,,Cap-Haïtien ; Carrefour,HT0113 ; HT0311,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Entraide Medicale Internationale,EMI,B-0643,6-Aug-18,"#70, allee jacques Prevert 14790,verson france",contact@emi.ong.org,Sante,"Grand -Anse, sud, nord-ouest",Ouest ; Nord ; Nord-Ouest ; Sud ; Grand'Anse,,,noms reconnus dans le texte libre des zones déclarées,Française,Francaise,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Entrepreneurs du Monde,EDM,B-0541,,"5,Imp Emmanuel Pierre-Louis,Bourdon",contact@entrepreneursdumonde.org,Assistance sociale,Bel-Air Delmas Port-au-Prince Croix-des-Bouquets,,Croix-Des-Bouquets ; Delmas ; Port-au-Prince,HT0111 ; HT0112 ; HT0131,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Esperance et Vie,Esperance et Vie,B-0461,8-May-09,Terrier-Rouge esperancevie@gmail.com,,Agriculture; Santé; Nutrition,Terrier-Rouge (Nord-Est),Nord ; Nord-Est,Terrier Rouge,HT0433,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Espoir Anaïse,EA,B-0202,20-Nov-95,"167, Ave Jn. Paul II, Turgeau, BP.322, P-au-P",,Santé; Assistance Sociale,Haïti,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Espoir pour tous,EPT,B-0290,,Delmas 19 # 18 à l\&#039;étage BP 13216,josephmardochee079@gmail.com,Assistance Sociale; Agriculture,Nord-Ouest: Jean Rabel,Ouest ; Nord ; Nord-Ouest,Jean Rabel,HT0934,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Espoir Sans Frontieres Haiti,ESFH,B-0412,4-Jan-07,"28, Rue Gabart, Petion-Ville, B.P. 555",,Santé; Education . Renforcement des Capacites,Kenscoff et ses environs,,Kenscoff,HT0115,noms reconnus dans le texte libre des zones déclarées,Africaine,Africaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Evangelishes Werk FÜr Diakonie Und Entwicklung E.V.,EWDE_DIAKONIE KATASTROHENHILFE,B-0669,28-Dec-21,"125, juvenat5, canape-vert",,aide humanitaire,premiere section bas cap rouge de Jacmel,,Jacmel,HT0211,noms reconnus dans le texte libre des zones déclarées,Allemande,allemande,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Extravius Jean-Gilles Assistance Légale,EJGAL,B-0323,27-May-03,"17, Rue des Miracles",,Justice,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Eye Care Haïti,ECH,A-0139,26-Apr-89,"Rue Paul VI, Ecole St. Vincent, BP.1319, P-au-P, BP.13304, Delmas",,Santé,Ouest; Nord&#039;Ouest; Sud-Est,Ouest ; Nord ; Sud ; Sud-Est,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 66 - 28/8/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Family Health International,FHI,B-0428,5-Dec-07,"37, Rue Fernand, Canapé-Vert",,Santé,"Couverture Nationale Campêche, dispensaire de Jean XIII, de Laborde et HUEH",,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fédération Haïtienne des Associations et Institutions des Personnes Handicapées d&#039;Haïti,FHAIPH,B-0418,24-May-07,"406, Route de Delmas",,,Département de l&#039;Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fédération Luthérienne Mondiale,FLM,B-0221,18-Jan-96,"15, Rue Mangonès, Berthé, P-V",,Agricole,Sud\\\&#039;Est (Thiotte),Sud,Thiotte,HT0233,noms reconnus dans le texte libre des zones déclarées,Norvegienne,Norvegienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Feed The Children Europe / Children&#039;s Aid Direct,FTC,B-0230,4-Apr-96,"Rue Sapotille, Imp. Ducarmel # 47, P-au-P",,Agriculture,Arrondissement de Port-Salut,,Port-Salut,HT0721,noms reconnus dans le texte libre des zones déclarées,Britanique,Britanique,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Finn Church Aid/Aide des Eglises Finlandaises,FcA,B-0206,21-Dec-10,"15, Route Ibolele,Montagne noire",,Education,Gressier,,Gressier,HT0116,noms reconnus dans le texte libre des zones déclarées,Finlandaise,Finlandaise,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Floresta Ayiti Pou Pwoteksyon Anvironman,FLORESTA,B-0353,26-May-04,"Grand Goâve, 5ème Section Grande Colline, Chérident",,Agriculture,Grand-Goâve,,Grand-Goâve,HT0123,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fòk Haïti Viv,FHAV,B-0381,16-Nov-05,"24, Rue Rigaud, Pétion-Ville",,Ecologie; Logements Sociaux; Education; Agriculture,"Port-au-Prince, Vallée de Jacmel",,Jacmel ; Port-au-Prince,HT0111 ; HT0211,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Fondation Americares, Inc / Americares Foundation, Inc",AMERICARES,B-0546,21-Oct-11,"1,Imp Du Jonc,Pelerin,Petion-Ville",,Sante,Cite Soleil Cazeau,,Cité Soleil,HT0117,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Amour de Dieu en Action,FADA,B-0185,29-May-95,"141 bis, Fort Mercredi Prolongé Gressier (Christianville) BP 937, P-au-P",,Santé; Education,l&#039;Ouest (Gressier),Ouest,Gressier,HT0116,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 91 - 17/11/94,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Béthel d\&#039;Haïti,FBH,B-0262,15-Jul-97,"6, Rue Acul Espagnol, Croix-des-Bouquets, BP.277",,Assistances Sociales,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Bienfaisance,FB,B-0423,13-Jul-07,"105, Ave N prolongée, Port-au-prince",,Santé; Education,Campêche et ses environs,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Biomedicale Haïtienne,FBH,A-0133,9-Jan-89,,,Santé,Santé,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 18 - 2/3/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Bon Samaritain de Vieilot,FOBSAVI,B-0406,25-Sep-06,"15bis, Rue Boukman, Delmas 43",,Education; Santé; Agriculture,"Viellot, 5e Section Communale Verettes",,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Chrétienne d&#039;Education de Santé et de Développement,FOCESD,B-0177,10-Apr-95,"13, rue Codada, Route Nazon",,Education; Santé,Grand&#039;Anse l&#039;Ouest Jacmel,Ouest,Jacmel,HT0211,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Chrétienne pour le Développement d&#039;Haïti,FCDH,B-0326,23-Jul-03,"6, Rue Cameau",,Education (formation professionnelle); Assistance Sociale,Ouest Nord Artibonite,Ouest ; Nord ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Coeur Pour Haïti,FCPH,A-0003,19-Jul-83,"Route Lilavois, Bon Repos, BP.2402, P-au-P",josephmardochee079@gmail.com,Education; Assistance Sociale,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Néerlandaise,Hollandaise,# 72 - 13/10/83,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Cordaid / Stichting Cordaid,FC,B-0585,,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Croisade pour Christ Haiti,FOCCH,B-0484,,"16,Rue Moineau,Delmas 19",josephmardochee079@gmail.com,Aide au Devt Ass. Humanitaire,Cottard(Croix-des-Bouquets),,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation d&#039;Aide aux Défavorisés,FAD,B-0282,5-Jun-01,"11 Rue Raphael, Bloc Ste Thérèse, Pétion-Ville",,. Education,Ouest: Léogane,Ouest,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation de l&#039;Amitié Haïtiano Américaine (Haitian American Friendship Foundation),HAFF,A-0031,9-Jul-84,"BP.15281, Pétion-Ville",,. Education,Pignon,,Pignon,HT0344,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,#3 - 10/01/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation de l&#039;Espoir pour Haïti,FONEH,B-0222,18-Jan-96,"Delmas 19, rue Mackandal # 8 bis",,Assistances Sociales,St. Michel de l&#039;Attalaye et Environs,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation de l&#039;Oeuvre des Artisans de Paix d&#039;Haïti/Zèv Atizan Lapè,ZAL,B-0359,8-Sep-04,"6, Ruelle Icart (Lalue)",,Santé; Assistance Sociale,Mariani (Commune de Gressier),,Gressier,HT0116,noms reconnus dans le texte libre des zones déclarées,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation des Architectes de l&#039;Urgence,FAU,B-0479,24-Jun-10,"167,Ave Jean Paul II,Turgeau",,Ass; Technique Aide au Devt Ass Humanitaire,Gressier,,Gressier,HT0116,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation des Associés pour le Développement Intégral de la Population de Pilate,FADIPP,A-0050,6-Nov-84,"BP.2521, P-au-P",,Santé; Education,Pilate,,Pilate,HT0372,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"# 3, 10/01/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation des Pèlerins Indépendants pour le Développement Durable d&#039;Haïti,FONPIDEH,B-0405,25-Sep-06,"Petite Rivière Bayonnais, 3e Section Communale des Gonaïves",,Education; Santé; Environnement,"Petite Rivière Bayonnais, 3e Section Communale des Gonaïves",,Gonaïves,HT0511,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Eben-Ezer,FEBE,B-0394,17-Jul-06,"105, Source Dommage, Jérémie",,Agriculture; Reboisement; Pêche; Elevage,Grand&#039;Anse ( Dame Marie Irois Anse d&#039;Hainault Abricot Bonbon Jérémie Moron Chambellan),,Bonbon ; Chambellan ; Dame Marie ; Jérémie ; Moron,HT0811 ; HT0813 ; HT0814 ; HT0815 ; HT0822,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Enfant Jesus,FEJ,B-0441,,"9 bis, Rue Fernand de Beaudiere, Delmas 41 cejglg@yahoo.fr",josephmardochee079@gmail.com,Agriculture; Santé; Education; Elevage; Reboisement,Lamardelle,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Entraide Protestante Suisse,EPER /HEKS,B-0659,3-Fev-20,"#17, boulevard de Corancy 1001",mariejeannechacetbois@heks-eper.org,Grand-Anse comme des Roseaux,education-assainissement,,,,zones déclarées non reconnues,"Suisse, Zouch","Suisse, Zouch",,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Ermite D Geffrard,FEDG,B-0503,15-Mar-11,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Espoir,FONDESPOIR,B-0190,4-Jul-95,"13, Rue Sapotille, Desprez",,Appui aux petits commerçants,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 68 - 28/8/95,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Fondation Faith And Love, Inc Action Ministries",FAITH AND LOVE,B-0341,,"20, Imp. Valescot, Carrefour, Saint-Marc, Bon-Repos",josephmardochee079@gmail.com,Assistance Sociale; Santé; Education,Coix-des-Bouquets (Beaubain),,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Gaudium et Spes,FGS,B-0257,5-May-97,"Musseau, rue François # 8, P-au-P",,Assistances Sociales,l&#039;Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
